Filename,Label,Wind_Speed_Vw,Num_Samples,Columns,RMS,Kurtosis,Skewness,Peak_to_Peak,Mean,Std
twist fault when Vw=5.xlsx,Twist,5.0,500,"['Time - Voltage_1', 'Amplitude - Voltage_1']",0.005125420387300929,3.764753404358772,0.7521755480832648,0.029518000000000003,0.000764172,0.005068133315233134
twist fault when Vw=5.xlsx_aug_1,Twist,5.0,500,"['Time - Voltage_1', 'Amplitude - Voltage_1']",0.005123624585362298,3.7621278121117157,0.7494686963711865,0.02958895103245923,0.000763360935376453,0.005066439476996657
twist fault when Vw=5.xlsx_aug_2,Twist,5.0,500,"['Time - Voltage_1', 'Amplitude - Voltage_1']",0.005127183417812782,3.76584925432027,0.7539000228890795,0.02962350379921408,0.0007677881833265256,0.005069369892347422
twist fault when Vwind=4.xlsx,Twist,4.0,500,"['Time - Voltage_1', 'Amplitude - Voltage_1']",0.004525987479030405,4.118300061477786,0.7124032276322168,0.029099,0.00038855460000000004,0.004509277989119637
twist fault when Vwind=4.xlsx_aug_1,Twist,4.0,500,"['Time - Voltage_1', 'Amplitude - Voltage_1']",0.0045258913156608505,4.113875404465425,0.713078284286096,0.02918808088407432,0.00039267642370655693,0.004508824395276371
twist fault when Vwind=4.xlsx_aug_2,Twist,4.0,500,"['Time - Voltage_1', 'Amplitude - Voltage_1']",0.004533167786976212,4.117346496532427,0.7092908617277397,0.029155447759417127,0.0003901606645044411,0.004516346403981017
twist faultwhenVw=3.2.xlsx,Twist,3.2,500,"['Time - Voltage_1', 'Amplitude - Voltage_1']",0.004342827389827968,3.9399124653812088,0.6554998727243286,0.03125,0.0003153772,0.004331360866928564
twist faultwhenVw=3.2.xlsx_aug_1,Twist,3.2,500,"['Time - Voltage_1', 'Amplitude - Voltage_1']",0.00434139503587127,3.9372456077720654,0.6552332570860413,0.031236491589868243,0.00031720801582289267,0.004329790980195858
twist faultwhenVw=3.2.xlsx_aug_2,Twist,3.2,500,"['Time - Voltage_1', 'Amplitude - Voltage_1']",0.004342821916801151,3.933386309981243,0.6536400750528453,0.03120307209208726,0.0003156525226884006,0.004331335323658152
twsist faut when Vw=2.xlsx,Twist,2.0,500,"['Time - Voltage_1', 'Amplitude - Voltage_1']",0.005531378615949192,4.482556142990307,0.7098320156130182,0.041312,0.0006511426,0.005492919324680205
twsist faut when Vw=2.xlsx_aug_1,Twist,2.0,500,"['Time - Voltage_1', 'Amplitude - Voltage_1']",0.005534242870489886,4.472651150893188,0.7095016450683146,0.04125039541125665,0.0006530784746268132,0.005495573915029007
twsist faut when Vw=2.xlsx_aug_2,Twist,2.0,500,"['Time - Voltage_1', 'Amplitude - Voltage_1']",0.00552678509421598,4.4835477756986855,0.7085848043443614,0.04141393228923691,0.0006501048487949167,0.0054884166353531575
unbalance fault state=Vw=2.3.csv,Unbalance,2.3,500,"['Time - Voltage_1', 'Amplitude - Voltage_1']",0.004627776710622499,3.2886163192946696,0.6360958696277395,0.025907,0.0005224602,0.004598190146437613
